Flight_ID,Airline,Flight_Number,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,Ticket_Price_INR,Flight_Status
2158,Akasa Air,6E1949,DEL,HYD,2024-02-07 18:00,2024-02-07 04:00,2608,Delayed
2159,Go First,6E4046,PNQ,BLR,2024-09-05 09:00,2024-09-05 02:00,5305,Cancelled
2160,Go First,SG2242,HYD,BLR,2024-06-20 00:00,2024-06-20 02:00,8062,Delayed
2161,Go First,UK8293,COK,BOM,2024-05-15 09:00,2024-05-15 05:00,11877,Delayed
2162,Akasa Air,UK4664,AMD,DEL,2024-12-11 08:00,2024-12-11 02:00,4963,Delayed
2163,Air India,SG4398,AMD,CCU,2024-01-20 21:00,2024-01-20 04:00,11079,Delayed
2164,Air India,6E6012,HYD,MAA,2024-07-21 09:00,2024-07-21 02:00,11264,Delayed
2165,Air India,6E606,COK,HYD,2024-04-14 23:00,2024-04-14 03:00,6089,Cancelled
2166,Akasa Air,QP4487,COK,BLR,2024-05-16 05:00,2024-05-16 01:00,11998,Delayed
2167,Vistara,QP9569,MAA,TRV,2024-06-05 21:00,2024-06-05 01:00,3468,On Time
2168,Go First,SG6013,TRV,DEL,2024-08-24 00:00,2024-08-24 04:00,11624,Cancelled
2169,SpiceJet,6E3842,CCU,HYD,2024-12-11 15:00,2024-12-11 02:00,7077,Cancelled
2170,Akasa Air,6E9749,MAA,HYD,2024-04-23 06:00,2024-04-23 03:00,2659,Delayed
2171,Go First,SG3025,DEL,PNQ,2024-10-05 13:00,2024-10-05 03:00,2574,Delayed
2172,Akasa Air,UK5272,BLR,AMD,2024-10-18 10:00,2024-10-18 01:00,3471,Delayed
2173,Akasa Air,SG8330,BLR,BOM,2024-11-05 05:00,2024-11-05 03:00,5838,Cancelled
2174,Akasa Air,6E8598,TRV,PNQ,2024-04-11 06:00,2024-04-11 04:00,7607,On Time
2175,SpiceJet,AI259,DEL,BOM,2024-09-20 23:00,2024-09-20 04:00,11676,Cancelled
2176,Air India,6E6824,AMD,DEL,2024-07-06 03:00,2024-07-06 02:00,4381,Delayed
2177,Air India,UK9393,DEL,BOM,2024-04-07 06:00,2024-04-07 05:00,7657,Delayed
2178,Akasa Air,6E7581,BOM,MAA,2024-12-29 00:00,2024-12-29 02:00,10713,Cancelled
2179,Akasa Air,AI1460,BOM,AMD,2024-12-17 14:00,2024-12-17 02:00,4740,On Time
2180,Vistara,QP7639,CCU,HYD,2024-03-14 22:00,2024-03-14 04:00,11574,On Time
2181,Air India,6E6134,COK,PNQ,2024-08-11 06:00,2024-08-11 05:00,6528,Cancelled
2182,Go First,QP1477,PNQ,AMD,2024-01-21 01:00,2024-01-21 01:00,7579,Cancelled
2183,IndiGo,AI8274,BOM,HYD,2024-08-25 11:00,2024-08-25 01:00,9593,On Time
2184,Go First,SG3643,MAA,HYD,2024-04-27 01:00,2024-04-27 04:00,11670,Cancelled
2185,Air India,QP355,BOM,PNQ,2024-08-05 15:00,2024-08-05 03:00,6626,Cancelled
2186,IndiGo,6E9951,HYD,DEL,2024-05-01 06:00,2024-05-01 04:00,10334,Cancelled
2187,Go First,AI7203,MAA,BLR,2024-09-03 05:00,2024-09-03 05:00,10037,Cancelled
2188,Air India,QP5040,TRV,MAA,2024-08-19 03:00,2024-08-19 05:00,11820,On Time
2189,Vistara,SG4158,BLR,COK,2024-02-21 05:00,2024-02-21 02:00,11291,Delayed
2190,SpiceJet,UK4070,COK,BLR,2024-06-17 21:00,2024-06-17 05:00,11339,On Time
2191,Air India,QP7612,DEL,TRV,2024-09-02 13:00,2024-09-02 04:00,9837,On Time
2192,SpiceJet,SG712,PNQ,HYD,2024-11-26 23:00,2024-11-26 04:00,2755,Delayed
2193,Vistara,6E4854,TRV,AMD,2024-05-25 23:00,2024-05-25 03:00,4384,Delayed
2194,Air India,AI9251,BOM,PNQ,2024-06-17 04:00,2024-06-17 04:00,8804,Delayed
2195,IndiGo,UK1934,AMD,BLR,2024-07-22 00:00,2024-07-22 02:00,8596,On Time
2196,Air India,AI8143,AMD,COK,2024-01-02 21:00,2024-01-02 05:00,10188,Delayed
2197,Air India,UK9495,MAA,CCU,2024-04-08 07:00,2024-04-08 04:00,3673,On Time
2198,Air India,QP7359,BLR,AMD,2024-08-07 01:00,2024-08-07 03:00,5880,Delayed
2199,Akasa Air,SG1858,BLR,DEL,2024-03-11 19:00,2024-03-11 05:00,8617,Cancelled
2200,Air India,AI2927,BOM,BLR,2024-12-26 18:00,2024-12-26 03:00,6515,Delayed
2201,Go First,AI1127,PNQ,DEL,2024-05-28 17:00,2024-05-28 05:00,7457,Delayed
2202,SpiceJet,QP305,MAA,BLR,2024-03-29 20:00,2024-03-29 04:00,6638,On Time
2203,Go First,QP5576,AMD,COK,2024-04-26 13:00,2024-04-26 04:00,6931,Cancelled
2204,Air India,6E4044,PNQ,MAA,2024-04-30 03:00,2024-04-30 03:00,3999,Cancelled
2205,SpiceJet,SG3740,DEL,PNQ,2024-06-27 22:00,2024-06-27 05:00,3359,On Time
2206,SpiceJet,AI2877,HYD,MAA,2024-07-16 17:00,2024-07-16 03:00,5488,Delayed
2207,Go First,SG5826,AMD,BLR,2024-11-30 15:00,2024-11-30 03:00,3858,Delayed
2208,Vistara,6E1337,BLR,DEL,2024-08-05 11:00,2024-08-05 03:00,7238,Delayed
2209,Akasa Air,SG3096,HYD,TRV,2024-08-15 10:00,2024-08-15 04:00,7109,Delayed
2210,IndiGo,6E3992,COK,CCU,2024-11-09 14:00,2024-11-09 02:00,4206,Cancelled
2211,Akasa Air,QP9670,DEL,TRV,2024-10-10 09:00,2024-10-10 01:00,3666,Cancelled
2212,SpiceJet,6E3684,AMD,DEL,2024-02-26 18:00,2024-02-26 01:00,9844,Delayed
2213,Akasa Air,AI789,CCU,COK,2024-07-19 19:00,2024-07-19 02:00,3332,Delayed
2214,IndiGo,QP2162,PNQ,CCU,2024-08-05 04:00,2024-08-05 02:00,5970,Delayed
2215,Go First,AI4119,MAA,TRV,2024-07-02 06:00,2024-07-02 02:00,6753,Cancelled
2216,IndiGo,AI7637,BOM,AMD,2024-09-13 06:00,2024-09-13 05:00,7070,Cancelled
2217,Go First,QP559,BLR,HYD,2024-05-24 22:00,2024-05-24 04:00,6312,Delayed
2218,SpiceJet,UK8517,BLR,PNQ,2024-11-29 12:00,2024-11-29 01:00,3286,Delayed
2219,Go First,AI1276,MAA,PNQ,2024-02-26 23:00,2024-02-26 02:00,9685,Cancelled
2220,Vistara,SG6917,DEL,PNQ,2024-03-11 04:00,2024-03-11 05:00,8303,Delayed
2221,Air India,QP6596,COK,HYD,2024-07-15 15:00,2024-07-15 01:00,11495,On Time
2222,SpiceJet,UK8469,HYD,BLR,2024-04-13 17:00,2024-04-13 05:00,9840,Cancelled
2223,IndiGo,AI8932,BLR,TRV,2024-02-26 06:00,2024-02-26 04:00,4207,Cancelled
2224,Akasa Air,UK9738,CCU,TRV,2024-11-19 08:00,2024-11-19 03:00,7463,Cancelled
2225,SpiceJet,QP5089,TRV,MAA,2024-11-15 04:00,2024-11-15 03:00,10418,Delayed
2226,Akasa Air,AI6708,DEL,BOM,2024-10-28 06:00,2024-10-28 02:00,9546,Delayed
2227,Go First,QP4953,CCU,DEL,2024-11-24 08:00,2024-11-24 05:00,9205,Cancelled
2228,SpiceJet,AI4932,MAA,HYD,2024-04-21 16:00,2024-04-21 02:00,3126,Delayed
2229,SpiceJet,AI242,COK,AMD,2024-07-24 14:00,2024-07-24 04:00,5343,Cancelled
2230,IndiGo,UK3797,COK,DEL,2024-11-01 08:00,2024-11-01 04:00,8104,On Time
2231,Akasa Air,UK3577,TRV,BLR,2024-07-17 18:00,2024-07-17 04:00,4242,On Time
2232,Go First,SG6818,CCU,TRV,2024-09-17 08:00,2024-09-17 05:00,3741,Cancelled
2233,Go First,AI4667,BLR,TRV,2024-05-08 07:00,2024-05-08 01:00,8706,Cancelled
2234,Akasa Air,6E1096,MAA,BOM,2024-01-17 15:00,2024-01-17 04:00,6539,Delayed
2235,Go First,QP5983,PNQ,CCU,2024-05-12 00:00,2024-05-12 05:00,8533,Delayed
2236,Vistara,6E8036,CCU,COK,2024-04-23 14:00,2024-04-23 01:00,10560,Cancelled
2237,Air India,AI4780,HYD,TRV,2024-10-20 20:00,2024-10-20 04:00,9766,On Time
2238,Akasa Air,QP8262,DEL,BOM,2024-03-31 17:00,2024-03-31 03:00,2723,Delayed
2239,SpiceJet,SG9778,BOM,DEL,2024-08-02 22:00,2024-08-02 03:00,9215,Cancelled
2240,IndiGo,SG7523,BLR,CCU,2024-10-21 05:00,2024-10-21 05:00,2626,Delayed
2241,Vistara,AI7556,HYD,PNQ,2024-12-09 09:00,2024-12-09 01:00,9313,On Time
2242,Akasa Air,6E9921,HYD,BLR,2024-01-12 16:00,2024-01-12 01:00,11691,Cancelled
2243,Go First,UK4933,BOM,COK,2024-08-13 17:00,2024-08-13 01:00,3608,On Time
2244,Akasa Air,6E4050,CCU,TRV,2024-03-29 13:00,2024-03-29 03:00,10060,On Time
2245,Air India,SG2845,TRV,BLR,2024-05-14 22:00,2024-05-14 05:00,8808,On Time
2246,Akasa Air,QP2251,CCU,PNQ,2024-07-26 15:00,2024-07-26 04:00,10532,On Time
2247,Akasa Air,QP8298,COK,BOM,2024-08-23 07:00,2024-08-23 02:00,3784,Delayed
2248,Air India,SG1966,TRV,COK,2024-01-20 20:00,2024-01-20 04:00,3001,On Time
2249,Akasa Air,UK3991,DEL,CCU,2024-07-11 19:00,2024-07-11 05:00,4627,Delayed
2250,Go First,AI1797,TRV,BLR,2024-06-28 03:00,2024-06-28 03:00,5606,Delayed
2251,Akasa Air,QP8426,BLR,PNQ,2024-06-21 03:00,2024-06-21 04:00,9285,On Time
2252,SpiceJet,6E5421,TRV,DEL,2024-11-04 08:00,2024-11-04 01:00,7242,Delayed
2253,IndiGo,QP4055,PNQ,BOM,2024-10-15 18:00,2024-10-15 05:00,6117,Cancelled
2254,IndiGo,6E4657,AMD,PNQ,2024-06-11 05:00,2024-06-11 03:00,9115,On Time
2255,IndiGo,6E5084,COK,AMD,2024-01-23 14:00,2024-01-23 03:00,9435,On Time
2256,Air India,SG1894,MAA,AMD,2024-09-04 15:00,2024-09-04 03:00,3744,Delayed
2257,Go First,UK7851,PNQ,MAA,2024-09-05 22:00,2024-09-05 04:00,10225,Cancelled
2258,SpiceJet,UK3155,BLR,COK,2024-03-10 18:00,2024-03-10 03:00,7351,Cancelled
2259,IndiGo,6E7049,BOM,COK,2024-11-03 02:00,2024-11-03 01:00,8422,On Time
2260,Air India,6E5596,BLR,MAA,2024-01-10 13:00,2024-01-10 05:00,8924,On Time
2261,Akasa Air,6E6439,COK,MAA,2024-11-27 19:00,2024-11-27 03:00,9568,On Time
2262,Go First,AI8419,COK,TRV,2024-02-17 18:00,2024-02-17 02:00,7247,Delayed
2263,Akasa Air,AI2514,TRV,HYD,2024-12-27 21:00,2024-12-27 03:00,3514,On Time
2264,Go First,QP2541,PNQ,MAA,2024-11-03 01:00,2024-11-03 05:00,10719,Delayed
2265,Vistara,SG4923,CCU,COK,2024-01-01 22:00,2024-01-01 04:00,7761,On Time
2266,Go First,QP1385,BLR,AMD,2024-02-25 13:00,2024-02-25 03:00,8598,Cancelled
2267,Go First,6E822,BOM,DEL,2024-04-17 12:00,2024-04-17 05:00,7245,Delayed
2268,IndiGo,QP3131,HYD,TRV,2024-07-14 14:00,2024-07-14 01:00,5465,On Time
2269,Vistara,AI7020,BLR,DEL,2024-11-21 13:00,2024-11-21 02:00,11479,Cancelled
2270,SpiceJet,6E104,CCU,DEL,2024-09-08 17:00,2024-09-08 02:00,11317,Cancelled
2271,Akasa Air,SG7305,BOM,TRV,2024-07-11 14:00,2024-07-11 02:00,11043,On Time
2272,Akasa Air,QP8206,COK,CCU,2024-08-23 12:00,2024-08-23 02:00,4468,Cancelled
2273,Akasa Air,SG797,MAA,BOM,2024-01-04 13:00,2024-01-04 01:00,6172,On Time
2274,Air India,AI6093,MAA,CCU,2024-05-21 06:00,2024-05-21 04:00,5963,Cancelled
2275,Go First,AI262,BOM,AMD,2024-02-01 08:00,2024-02-01 04:00,10351,Cancelled
2276,SpiceJet,QP4598,HYD,CCU,2024-04-09 22:00,2024-04-09 02:00,9656,Cancelled
2277,IndiGo,SG5373,BOM,AMD,2024-03-13 10:00,2024-03-13 05:00,6444,Cancelled
2278,Air India,6E8711,BOM,CCU,2024-01-03 14:00,2024-01-03 02:00,11808,On Time
2279,Vistara,6E3473,TRV,PNQ,2024-02-23 01:00,2024-02-23 01:00,2989,Delayed
2280,Go First,QP5079,COK,TRV,2024-09-30 06:00,2024-09-30 01:00,7848,Cancelled
2281,Air India,6E4392,CCU,COK,2024-06-01 09:00,2024-06-01 05:00,5821,On Time
2282,IndiGo,SG5852,BOM,AMD,2024-06-17 23:00,2024-06-17 01:00,6416,On Time
2283,SpiceJet,SG8554,DEL,COK,2024-02-26 11:00,2024-02-26 04:00,10911,Cancelled
2284,Air India,QP8851,CCU,DEL,2024-11-23 01:00,2024-11-23 05:00,9085,Cancelled
2285,Akasa Air,6E7444,TRV,HYD,2024-08-24 09:00,2024-08-24 04:00,7148,Delayed
2286,Go First,UK1442,DEL,HYD,2024-11-12 20:00,2024-11-12 02:00,7006,On Time
2287,SpiceJet,6E9982,AMD,MAA,2024-07-15 02:00,2024-07-15 01:00,2925,Delayed
2288,Air India,QP4632,TRV,AMD,2024-12-17 03:00,2024-12-17 01:00,3979,On Time
2289,Air India,QP9037,MAA,COK,2024-03-05 12:00,2024-03-05 02:00,3061,Cancelled
2290,Air India,UK8731,BOM,COK,2024-07-31 07:00,2024-07-31 03:00,4478,Cancelled
2291,SpiceJet,AI9100,HYD,PNQ,2024-10-04 15:00,2024-10-04 05:00,6504,Delayed
2292,SpiceJet,AI8973,COK,CCU,2024-03-09 10:00,2024-03-09 04:00,2859,On Time
2293,SpiceJet,AI2298,HYD,CCU,2024-08-29 01:00,2024-08-29 02:00,8896,On Time
2294,Air India,QP7689,BOM,TRV,2024-01-28 20:00,2024-01-28 01:00,11340,Cancelled
2295,Vistara,AI1843,PNQ,BLR,2024-08-13 12:00,2024-08-13 02:00,8364,Cancelled
2296,Vistara,SG8313,BLR,BOM,2024-09-30 18:00,2024-09-30 03:00,5968,Cancelled
2297,Vistara,AI8770,PNQ,TRV,2024-07-24 20:00,2024-07-24 02:00,11588,Cancelled
2298,Vistara,UK6630,HYD,TRV,2024-10-26 12:00,2024-10-26 05:00,3906,Cancelled
2299,SpiceJet,UK3562,CCU,TRV,2024-01-14 01:00,2024-01-14 03:00,10563,Cancelled
2300,SpiceJet,SG2609,MAA,DEL,2024-03-18 15:00,2024-03-18 05:00,4964,Cancelled
2301,IndiGo,SG3869,BOM,AMD,2024-03-11 17:00,2024-03-11 02:00,3098,Delayed
2302,Go First,6E3273,HYD,AMD,2024-12-23 07:00,2024-12-23 01:00,9712,Delayed
2303,IndiGo,6E1099,TRV,BOM,2024-11-02 00:00,2024-11-02 05:00,6380,Delayed
2304,Vistara,AI4454,BOM,HYD,2024-10-09 20:00,2024-10-09 03:00,8403,Delayed
2305,IndiGo,UK1816,CCU,COK,2024-09-23 06:00,2024-09-23 05:00,6709,On Time
2306,Akasa Air,SG145,DEL,HYD,2024-01-05 11:00,2024-01-05 05:00,3553,Delayed
2307,Go First,AI8587,AMD,BLR,2024-06-26 00:00,2024-06-26 05:00,7390,Delayed
2308,Go First,AI9989,COK,AMD,2024-05-27 20:00,2024-05-27 05:00,7077,Cancelled
2309,Go First,AI2419,BLR,TRV,2024-02-19 00:00,2024-02-19 02:00,9473,Cancelled
2310,Air India,6E6637,TRV,PNQ,2024-02-06 05:00,2024-02-06 02:00,8133,Delayed
2311,Go First,QP446,BLR,CCU,2024-12-28 06:00,2024-12-28 04:00,2971,On Time
2312,Air India,UK4143,PNQ,CCU,2024-10-21 01:00,2024-10-21 03:00,3993,On Time
2313,Go First,QP6853,HYD,TRV,2024-06-14 19:00,2024-06-14 03:00,6670,On Time
2314,Vistara,AI6843,CCU,BOM,2024-09-02 14:00,2024-09-02 03:00,8747,On Time
2315,Go First,AI6142,COK,HYD,2024-05-02 16:00,2024-05-02 04:00,11747,Cancelled
2316,Air India,AI1721,DEL,PNQ,2024-12-05 05:00,2024-12-05 05:00,2518,Cancelled
2317,Vistara,QP2387,PNQ,MAA,2024-03-25 05:00,2024-03-25 01:00,11581,Delayed
2318,Vistara,UK1412,PNQ,DEL,2024-06-25 06:00,2024-06-25 05:00,7079,Delayed
2319,SpiceJet,AI5369,COK,MAA,2024-03-11 08:00,2024-03-11 04:00,4094,On Time
2320,SpiceJet,6E2046,COK,CCU,2024-03-15 10:00,2024-03-15 05:00,6308,Delayed
2321,Go First,AI3930,CCU,PNQ,2024-03-14 02:00,2024-03-14 04:00,4412,Delayed
2322,Air India,AI7732,TRV,BOM,2024-12-14 14:00,2024-12-14 05:00,8665,On Time
2323,Air India,6E175,TRV,CCU,2024-08-30 06:00,2024-08-30 03:00,4601,Cancelled
2324,Vistara,SG5146,BLR,PNQ,2024-10-21 12:00,2024-10-21 02:00,3476,Delayed
2325,SpiceJet,UK7010,BOM,PNQ,2024-09-12 19:00,2024-09-12 05:00,4355,Delayed
2326,SpiceJet,UK295,HYD,AMD,2024-04-10 05:00,2024-04-10 01:00,10608,Delayed
2327,IndiGo,AI5496,BLR,PNQ,2024-07-17 12:00,2024-07-17 03:00,4934,On Time
2328,Akasa Air,AI9795,BOM,PNQ,2024-02-18 06:00,2024-02-18 05:00,3825,On Time
2329,Vistara,QP8992,BOM,COK,2024-05-28 19:00,2024-05-28 04:00,11830,On Time
2330,Air India,6E1802,TRV,BOM,2024-03-15 12:00,2024-03-15 01:00,4183,Delayed
2331,Air India,UK8839,COK,DEL,2024-09-21 12:00,2024-09-21 05:00,3285,On Time
2332,Vistara,UK8666,COK,BLR,2024-08-19 23:00,2024-08-19 05:00,10600,Delayed
2333,IndiGo,6E8096,CCU,HYD,2024-11-20 21:00,2024-11-20 03:00,11213,Cancelled
2334,IndiGo,UK5649,AMD,CCU,2024-12-18 02:00,2024-12-18 02:00,5566,Cancelled
2335,Go First,AI4401,TRV,DEL,2024-03-06 08:00,2024-03-06 05:00,3201,Cancelled
2336,Air India,QP4113,MAA,HYD,2024-10-22 14:00,2024-10-22 04:00,5180,Cancelled
2337,IndiGo,AI806,AMD,PNQ,2024-12-26 12:00,2024-12-26 02:00,2893,Cancelled
2338,Akasa Air,SG8673,PNQ,MAA,2024-08-02 10:00,2024-08-02 01:00,3636,On Time
2339,SpiceJet,AI1544,MAA,HYD,2024-02-15 13:00,2024-02-15 05:00,8719,Cancelled
2340,SpiceJet,SG9814,PNQ,HYD,2024-08-10 19:00,2024-08-10 04:00,5643,On Time
2341,Vistara,SG7524,AMD,PNQ,2024-08-21 00:00,2024-08-21 03:00,10988,Cancelled
2342,SpiceJet,SG7819,AMD,BOM,2024-10-04 21:00,2024-10-04 05:00,6264,On Time
2343,IndiGo,UK2353,MAA,BLR,2024-05-10 15:00,2024-05-10 03:00,5213,Delayed
2344,Air India,UK3013,MAA,TRV,2024-11-07 16:00,2024-11-07 05:00,9761,On Time
2345,Vistara,UK7278,CCU,DEL,2024-02-27 10:00,2024-02-27 05:00,11925,Cancelled
2346,Air India,SG6909,CCU,MAA,2024-04-02 15:00,2024-04-02 04:00,11841,Cancelled
2347,IndiGo,UK2201,CCU,AMD,2024-04-18 01:00,2024-04-18 05:00,2615,Cancelled
2348,Vistara,AI2449,BOM,PNQ,2024-05-25 12:00,2024-05-25 05:00,6449,Delayed
2349,Vistara,QP743,DEL,TRV,2024-09-05 03:00,2024-09-05 02:00,9344,On Time
2350,Go First,6E8426,DEL,BOM,2024-02-24 03:00,2024-02-24 03:00,11898,Delayed
2351,Vistara,UK243,PNQ,DEL,2024-05-11 07:00,2024-05-11 01:00,10629,Delayed
2352,SpiceJet,AI869,COK,CCU,2024-01-11 13:00,2024-01-11 05:00,5857,Delayed
2353,Go First,6E9503,DEL,BLR,2024-03-07 12:00,2024-03-07 04:00,3831,Cancelled
2354,Air India,QP1447,PNQ,MAA,2024-12-26 10:00,2024-12-26 01:00,8427,Delayed
2355,IndiGo,SG9354,PNQ,COK,2024-06-13 12:00,2024-06-13 01:00,8711,On Time
2356,IndiGo,AI5354,CCU,TRV,2024-08-16 01:00,2024-08-16 05:00,8248,Delayed
2357,Go First,AI2770,PNQ,TRV,2024-12-09 05:00,2024-12-09 03:00,11035,Cancelled
2358,SpiceJet,SG3872,CCU,MAA,2024-05-15 13:00,2024-05-15 05:00,10637,On Time
2359,Go First,UK9879,MAA,COK,2024-11-02 05:00,2024-11-02 02:00,3250,Delayed
2360,Akasa Air,UK9069,MAA,HYD,2024-07-27 17:00,2024-07-27 03:00,10089,Cancelled
2361,IndiGo,SG9183,COK,DEL,2024-02-02 16:00,2024-02-02 02:00,3970,Delayed
2362,IndiGo,AI3896,BLR,MAA,2024-08-30 09:00,2024-08-30 04:00,8935,On Time
2363,Akasa Air,UK5201,AMD,DEL,2024-07-14 11:00,2024-07-14 01:00,3840,On Time
2364,Akasa Air,6E7468,AMD,CCU,2024-01-26 04:00,2024-01-26 05:00,3430,Cancelled
2365,SpiceJet,AI8441,PNQ,MAA,2024-07-13 09:00,2024-07-13 05:00,8503,Delayed
2366,SpiceJet,QP5937,AMD,PNQ,2024-03-26 13:00,2024-03-26 02:00,10150,Cancelled
2367,SpiceJet,AI4817,COK,AMD,2024-05-13 10:00,2024-05-13 01:00,6901,On Time
2368,Vistara,UK2263,PNQ,DEL,2024-10-29 20:00,2024-10-29 03:00,9186,On Time
2369,Vistara,6E3157,DEL,MAA,2024-10-03 11:00,2024-10-03 05:00,10505,Delayed
2370,SpiceJet,UK4902,CCU,HYD,2024-09-13 11:00,2024-09-13 01:00,5893,Cancelled
2371,Vistara,SG9292,MAA,DEL,2024-03-04 19:00,2024-03-04 02:00,11464,Cancelled
2372,SpiceJet,QP9795,MAA,DEL,2024-12-01 23:00,2024-12-01 03:00,10675,Delayed
2373,Air India,UK4985,HYD,DEL,2024-03-22 16:00,2024-03-22 04:00,9468,On Time
2374,IndiGo,QP8804,BLR,DEL,2024-07-14 14:00,2024-07-14 02:00,10912,Delayed
2375,Akasa Air,AI9555,PNQ,CCU,2024-08-23 10:00,2024-08-23 04:00,8734,Cancelled
2376,Akasa Air,UK1321,CCU,HYD,2024-03-15 08:00,2024-03-15 04:00,11370,Delayed
2377,Akasa Air,SG2543,TRV,HYD,2024-10-18 22:00,2024-10-18 04:00,3631,Delayed
2378,Akasa Air,AI4339,BOM,AMD,2024-08-28 13:00,2024-08-28 03:00,8556,Cancelled
2379,Vistara,6E7188,PNQ,BLR,2024-05-16 15:00,2024-05-16 03:00,9995,On Time
2380,Akasa Air,6E6526,BOM,AMD,2024-04-06 20:00,2024-04-06 03:00,11156,On Time
2381,IndiGo,QP6748,TRV,BLR,2024-12-27 10:00,2024-12-27 01:00,2696,On Time
2382,Air India,6E5365,AMD,DEL,2024-10-05 10:00,2024-10-05 02:00,4960,Cancelled
2383,Go First,AI666,AMD,CCU,2024-10-04 20:00,2024-10-04 02:00,6493,Delayed
2384,IndiGo,QP8483,MAA,DEL,2024-06-19 01:00,2024-06-19 04:00,11436,Delayed
2385,IndiGo,6E6214,AMD,BLR,2024-03-28 00:00,2024-03-28 05:00,4428,Delayed
2386,Air India,AI4757,COK,PNQ,2024-10-13 17:00,2024-10-13 05:00,6484,Cancelled
2387,Akasa Air,QP1983,COK,AMD,2024-10-25 09:00,2024-10-25 01:00,9328,Delayed
2388,Go First,SG7198,TRV,AMD,2024-06-20 03:00,2024-06-20 02:00,10665,Delayed
2389,IndiGo,6E5112,MAA,COK,2024-10-13 02:00,2024-10-13 03:00,2612,Delayed
2390,SpiceJet,SG5437,BOM,MAA,2024-09-02 06:00,2024-09-02 01:00,6916,On Time
2391,IndiGo,6E7577,DEL,COK,2024-01-08 08:00,2024-01-08 02:00,7444,Cancelled
2392,Air India,6E4980,COK,BOM,2024-09-08 17:00,2024-09-08 01:00,8817,Cancelled
2393,Go First,UK6390,PNQ,TRV,2024-02-22 00:00,2024-02-22 02:00,3861,On Time
2394,Go First,6E2964,HYD,PNQ,2024-05-18 08:00,2024-05-18 03:00,6587,On Time
2395,Vistara,SG407,HYD,AMD,2024-10-24 16:00,2024-10-24 05:00,4916,Cancelled
2396,IndiGo,AI781,BOM,DEL,2024-01-20 02:00,2024-01-20 02:00,10895,Cancelled
2397,Vistara,UK3222,BLR,MAA,2024-11-12 23:00,2024-11-12 05:00,9108,Cancelled
2398,SpiceJet,AI6237,TRV,DEL,2024-02-24 19:00,2024-02-24 04:00,6810,Delayed
2399,Akasa Air,6E7820,BOM,HYD,2024-04-23 20:00,2024-04-23 05:00,10491,Cancelled
2400,Go First,AI9091,CCU,BLR,2024-10-21 09:00,2024-10-21 01:00,7558,Delayed
2401,Akasa Air,UK2684,TRV,CCU,2024-09-17 06:00,2024-09-17 03:00,5850,On Time
2402,Go First,UK8040,AMD,TRV,2024-01-04 18:00,2024-01-04 02:00,5890,Cancelled
2403,SpiceJet,AI153,BOM,COK,2024-05-01 21:00,2024-05-01 04:00,6733,Delayed
2404,Air India,6E5266,TRV,CCU,2024-03-24 10:00,2024-03-24 05:00,10121,Delayed
2405,Akasa Air,UK2127,COK,BLR,2024-07-24 14:00,2024-07-24 04:00,9066,Cancelled
2406,SpiceJet,UK4784,TRV,AMD,2024-07-26 19:00,2024-07-26 02:00,5618,Delayed
2407,Go First,UK6359,DEL,PNQ,2024-05-02 08:00,2024-05-02 05:00,10980,Cancelled
2408,Go First,QP6872,COK,CCU,2024-09-07 07:00,2024-09-07 02:00,8380,Cancelled
2409,Akasa Air,QP6482,BLR,TRV,2024-08-02 21:00,2024-08-02 01:00,8622,On Time
2410,Vistara,UK5625,DEL,TRV,2024-04-13 10:00,2024-04-13 04:00,10295,On Time
2411,IndiGo,6E203,PNQ,BLR,2024-11-08 18:00,2024-11-08 01:00,6431,Delayed
2412,Air India,SG6995,DEL,HYD,2024-11-25 06:00,2024-11-25 01:00,9615,On Time
2413,Air India,AI125,DEL,BOM,2024-02-02 13:00,2024-02-02 03:00,8024,Delayed
2414,Go First,SG9785,COK,MAA,2024-11-03 02:00,2024-11-03 04:00,3322,Cancelled
2415,IndiGo,6E6905,BLR,HYD,2024-04-18 18:00,2024-04-18 04:00,8863,Delayed
2416,SpiceJet,SG9892,MAA,BOM,2024-01-06 12:00,2024-01-06 02:00,10545,Cancelled
2417,Akasa Air,SG9111,MAA,BLR,2024-07-22 04:00,2024-07-22 01:00,7627,On Time
2418,Akasa Air,AI7253,BLR,AMD,2024-02-08 13:00,2024-02-08 02:00,8828,Delayed
2419,IndiGo,QP5850,AMD,PNQ,2024-06-11 00:00,2024-06-11 05:00,6785,Delayed
2420,Vistara,UK5525,BLR,HYD,2024-06-28 11:00,2024-06-28 04:00,9874,Delayed
2421,Vistara,SG1121,AMD,BOM,2024-06-04 15:00,2024-06-04 03:00,10739,On Time
2422,Vistara,QP6047,DEL,PNQ,2024-11-11 14:00,2024-11-11 01:00,10890,On Time
2423,Akasa Air,6E9274,COK,MAA,2024-10-25 11:00,2024-10-25 01:00,11266,Cancelled
2424,Go First,UK8012,BLR,AMD,2024-03-02 16:00,2024-03-02 02:00,11935,On Time
2425,Akasa Air,UK4620,HYD,MAA,2024-07-13 21:00,2024-07-13 02:00,9637,Delayed
2426,Air India,AI1022,CCU,BOM,2024-03-15 21:00,2024-03-15 02:00,4743,Delayed
2427,IndiGo,SG1810,COK,MAA,2024-12-05 23:00,2024-12-05 05:00,11290,On Time
